"TIME","GEO","SEX","MARSTA","AGE","UNIT","Value","Flag and Footnotes"
"2001","Finland","Females","Divorced persons","Total","Number","247,528",""
"2001","Sweden","Total","Persons in registered partnership","Total","Number",":",""
"2001","Sweden","Total","Widowed persons","Total","Number","541,498",""
"2001","Sweden","Total","Divorced persons","Total","Number","782,976",""
"2001","Sweden","Males","Persons in registered partnership","Total","Number",":",""
"2001","Sweden","Males","Widowed persons","Total","Number","108,266",""
"2001","Sweden","Males","Divorced persons","Total","Number","345,468",""
"2001","Sweden","Females","Persons in registered partnership","Total","Number",":",""
"2001","Sweden","Females","Widowed persons","Total","Number","433,232",""
"2001","Sweden","Females","Divorced persons","Total","Number","437,508",""
"2001","Iceland","Total","Persons in registered partnership","Total","Number",":",""
"2001","Iceland","Total","Widowed persons","Total","Number","10,981",""
"2001","Iceland","Total","Divorced persons","Total","Number","15,391",""
"2001","Iceland","Males","Persons in registered partnership","Total","Number",":",""
"2001","Iceland","Males","Widowed persons","Total","Number","2,532",""
"2001","Iceland","Males","Divorced persons","Total","Number","6,995",""
"2001","Iceland","Females","Persons in registered partnership","Total","Number",":",""
"2001","Iceland","Females","Widowed persons","Total","Number","8,449",""
"2001","Iceland","Females","Divorced persons","Total","Number","8,396",""
"2001","Liechtenstein","Total","Persons in registered partnership","Total","Number",":",""
"2001","Liechtenstein","Total","Widowed persons","Total","Number",":",""
"2001","Liechtenstein","Total","Divorced persons","Total","Number",":",""
"2001","Liechtenstein","Males","Persons in registered partnership","Total","Number",":",""
"2001","Liechtenstein","Males","Widowed persons","Total","Number",":",""
"2001","Liechtenstein","Males","Divorced persons","Total","Number",":",""
"2001","Liechtenstein","Females","Persons in registered partnership","Total","Number",":",""
"2001","Liechtenstein","Females","Widowed persons","Total","Number",":",""
"2001","Liechtenstein","Females","Divorced persons","Total","Number",":",""
"2001","Norway","Total","Persons in registered partnership","Total","Number",":",""
"2001","Norway","Total","Widowed persons","Total","Number","277,428",""
"2001","Norway","Total","Divorced persons","Total","Number","289,003",""
"2001","Norway","Males","Persons in registered partnership","Total","Number",":",""
"2001","Norway","Males","Widowed persons","Total","Number","52,019",""
"2001","Norway","Males","Divorced persons","Total","Number","129,322",""
"2001","Norway","Females","Persons in registered partnership","Total","Number",":",""
"2001","Norway","Females","Widowed persons","Total","Number","225,409",""
"2001","Norway","Females","Divorced persons","Total","Number","159,681",""
"2001","Switzerland","Total","Persons in registered partnership","Total","Number",":",""
"2001","Switzerland","Total","Widowed persons","Total","Number","417,341",""
"2001","Switzerland","Total","Divorced persons","Total","Number","414,593",""
"2001","Switzerland","Males","Persons in registered partnership","Total","Number",":",""
"2001","Switzerland","Males","Widowed persons","Total","Number","71,432",""
"2001","Switzerland","Males","Divorced persons","Total","Number","168,011",""
"2001","Switzerland","Females","Persons in registered partnership","Total","Number",":",""
"2001","Switzerland","Females","Widowed persons","Total","Number","345,909",""
"2001","Switzerland","Females","Divorced persons","Total","Number","246,582",""
"2001","Turkey","Total","Persons in registered partnership","Total","Number",":",""
"2001","Turkey","Total","Widowed persons","Total","Number",":",""
"2001","Turkey","Total","Divorced persons","Total","Number",":",""
"2001","Turkey","Males","Persons in registered partnership","Total","Number",":",""
"2001","Turkey","Males","Widowed persons","Total","Number",":",""
"2001","Turkey","Males","Divorced persons","Total","Number",":",""
"2001","Turkey","Females","Persons in registered partnership","Total","Number",":",""
"2001","Turkey","Females","Widowed persons","Total","Number",":",""
"2001","Turkey","Females","Divorced persons","Total","Number",":",""
"2001","San Marino","Total","Persons in registered partnership","Total","Number",":",""
"2001","San Marino","Total","Widowed persons","Total","Number",":",""
"2001","San Marino","Total","Divorced persons","Total","Number",":",""
"2001","San Marino","Males","Persons in registered partnership","Total","Number",":",""
"2001","San Marino","Males","Widowed persons","Total","Number",":",""
"2001","San Marino","Males","Divorced persons","Total","Number",":",""
"2001","San Marino","Females","Persons in registered partnership","Total","Number",":",""
"2001","San Marino","Females","Widowed persons","Total","Number",":",""
"2001","San Marino","Females","Divorced persons","Total","Number",":",""
"2001","Azerbaijan","Total","Persons in registered partnership","Total","Number",":",""
"2001","Azerbaijan","Total","Widowed persons","Total","Number",":",""
"2001","Azerbaijan","Total","Divorced persons","Total","Number",":",""
"2001","Azerbaijan","Males","Persons in registered partnership","Total","Number",":",""
"2001","Azerbaijan","Males","Widowed persons","Total","Number",":",""
"2001","Azerbaijan","Males","Divorced persons","Total","Number",":",""
"2001","Azerbaijan","Females","Persons in registered partnership","Total","Number",":",""
"2001","Azerbaijan","Females","Widowed persons","Total","Number",":",""
"2001","Azerbaijan","Females","Divorced persons","Total","Number",":",""
"2002","Belgium","Total","Persons in registered partnership","Total","Number",":",""
"2002","Belgium","Total","Widowed persons","Total","Number","727,593",""
"2002","Belgium","Total","Divorced persons","Total","Number","655,044",""
"2002","Belgium","Males","Persons in registered partnership","Total","Number",":",""
"2002","Belgium","Males","Widowed persons","Total","Number","135,371",""
"2002","Belgium","Males","Divorced persons","Total","Number","301,349",""
"2002","Belgium","Females","Persons in registered partnership","Total","Number",":",""
"2002","Belgium","Females","Widowed persons","Total","Number","592,222",""
"2002","Belgium","Females","Divorced persons","Total","Number","353,695",""
"2002","Bulgaria","Total","Persons in registered partnership","Total","Number",":",""
"2002","Bulgaria","Total","Widowed persons","Total","Number",":",""
"2002","Bulgaria","Total","Divorced persons","Total","Number",":",""
"2002","Bulgaria","Males","Persons in registered partnership","Total","Number",":",""
"2002","Bulgaria","Males","Widowed persons","Total","Number",":",""
"2002","Bulgaria","Males","Divorced persons","Total","Number",":",""
"2002","Bulgaria","Females","Persons in registered partnership","Total","Number",":",""
"2002","Bulgaria","Females","Widowed persons","Total","Number",":",""
"2002","Bulgaria","Females","Divorced persons","Total","Number",":",""
"2002","Czechia","Total","Persons in registered partnership","Total","Number",":",""
"2002","Czechia","Total","Widowed persons","Total","Number","780,568",""
"2002","Czechia","Total","Divorced persons","Total","Number","835,312",""
"2002","Czechia","Males","Persons in registered partnership","Total","Number",":",""
"2002","Czechia","Males","Widowed persons","Total","Number","121,434",""
"2002","Czechia","Males","Divorced persons","Total","Number","364,462",""
"2002","Czechia","Females","Persons in registered partnership","Total","Number",":",""
"2002","Czechia","Females","Widowed persons","Total","Number","659,134",""
"2002","Czechia","Females","Divorced persons","Total","Number","470,850",""
"2002","Denmark","Total","Persons in registered partnership","Total","Number",":",""
"2002","Denmark","Total","Widowed persons","Total","Number",":",""
"2002","Denmark","Total","Divorced persons","Total","Number",":",""
"2002","Denmark","Males","Persons in registered partnership","Total","Number",":",""
"2002","Denmark","Males","Widowed persons","Total","Number",":",""
"2002","Denmark","Males","Divorced persons","Total","Number",":",""
"2002","Denmark","Females","Persons in registered partnership","Total","Number",":",""
"2002","Denmark","Females","Widowed persons","Total","Number",":",""
"2002","Denmark","Females","Divorced persons","Total","Number",":",""
"2002","Germany (until 1990 former territory of the FRG)","Total","Persons in registered partnership","Total","Number",":",""
"2002","Germany (until 1990 former territory of the FRG)","Total","Widowed persons","Total","Number","6,200,526",""
"2002","Germany (until 1990 former territory of the FRG)","Total","Divorced persons","Total","Number","5,014,207",""
"2002","Germany (until 1990 former territory of the FRG)","Males","Persons in registered partnership","Total","Number",":",""
"2002","Germany (until 1990 former territory of the FRG)","Males","Widowed persons","Total","Number","1,064,804",""
"2002","Germany (until 1990 former territory of the FRG)","Males","Divorced persons","Total","Number","2,252,033",""
"2002","Germany (until 1990 former territory of the FRG)","Females","Persons in registered partnership","Total","Number",":",""
"2002","Germany (until 1990 former territory of the FRG)","Females","Widowed persons","Total","Number","5,135,722",""
"2002","Germany (until 1990 former territory of the FRG)","Females","Divorced persons","Total","Number","2,762,174",""
"2002","Germany including former GDR","Total","Persons in registered partnership","Total","Number",":",""
"2002","Germany including former GDR","Total","Widowed persons","Total","Number","6,200,526",""
"2002","Germany including former GDR","Total","Divorced persons","Total","Number","5,014,207",""
"2002","Germany including former GDR","Males","Persons in registered partnership","Total","Number",":",""
"2002","Germany including former GDR","Males","Widowed persons","Total","Number","1,064,804",""
"2002","Germany including former GDR","Males","Divorced persons","Total","Number","2,252,033",""
"2002","Germany including former GDR","Females","Persons in registered partnership","Total","Number",":",""
"2002","Germany including former GDR","Females","Widowed persons","Total","Number","5,135,722",""
"2002","Germany including former GDR","Females","Divorced persons","Total","Number","2,762,174",""
"2002","Estonia","Total","Persons in registered partnership","Total","Number",":",""
"2002","Estonia","Total","Widowed persons","Total","Number",":",""
"2002","Estonia","Total","Divorced persons","Total","Number",":",""
